order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,total_revenue,discounted_amount,total_cost,net_revenue,profit,profit_margin %
1423,2023-08-22,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10003984,70,80,9,0.02,720,14.4,630,705.6,75.60000000000002,10.714285714285717
1424,2022-12-22,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,OFF-ST-10000798,110,120,6,0.04,720,28.8,660,691.2,31.200000000000045,4.513888888888895
1425,2023-10-21,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Technology,Phones,TEC-PH-10001750,240,260,5,0.03,1300,39.0,1200,1261.0,61.0,4.8374306106264875
1426,2022-07-22,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,OFF-ST-10002743,330,360,4,0.04,1440,57.6,1320,1382.4,62.40000000000009,4.513888888888895
1427,2023-05-22,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,OFF-BI-10002949,10,10,2,0.03,20,0.6,20,19.4,-0.6000000000000014,-3.0927835051546464
1428,2023-05-06,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Envelopes,OFF-EN-10002600,10,10,5,0.04,50,2.0,50,48.0,-2.0,-4.166666666666666
1429,2022-10-01,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,OFF-BI-10003708,30,30,5,0.03,150,4.5,150,145.5,-4.5,-3.0927835051546393
1430,2023-02-10,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Labels,OFF-LA-10003510,370,430,14,0.02,6020,120.4,5180,5899.6,719.6000000000004,12.19743711438064
1431,2022-05-09,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10003092,190,220,8,0.05,1760,88.0,1520,1672.0,152.0,9.090909090909092
1432,2022-08-13,Second Class,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Binders,OFF-BI-10001191,140,150,6,0.03,900,27.0,840,873.0,33.0,3.7800687285223367
1433,2022-06-16,Second Class,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Supplies,OFF-SU-10004115,10,10,1,0.02,10,0.2,10,9.8,-0.1999999999999993,-2.0408163265306047
1434,2022-01-15,Second Class,Consumer,United States,Florence,Alabama,35630,South,Furniture,Chairs,FUR-CH-10000513,1550,1820,14,0.03,25480,764.4,21700,24715.6,3015.5999999999985,12.201200860994671
1435,2022-12-13,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10003673,20,30,5,0.03,150,4.5,100,145.5,45.5,31.27147766323024
1436,2023-11-25,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Paper,OFF-PA-10001639,30,30,6,0.05,180,9.0,180,171.0,-9.0,-5.263157894736842
1437,2022-05-16,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Art,OFF-AR-10003829,10,10,2,0.03,20,0.6,20,19.4,-0.6000000000000014,-3.0927835051546464
1438,2022-03-08,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Accessories,TEC-AC-10004975,230,260,3,0.05,780,39.0,690,741.0,51.0,6.882591093117409
1439,2022-10-25,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Chairs,FUR-CH-10002024,2330,2450,5,0.05,12250,612.5,11650,11637.5,-12.5,-0.10741138560687433
1440,2023-08-17,Second Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,OFF-BI-10004364,30,30,5,0.03,150,4.5,150,145.5,-4.5,-3.0927835051546393
1441,2022-02-04,Second Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10001712,40,40,4,0.04,160,6.4,160,153.6,-6.400000000000006,-4.1666666666666705
1442,2023-01-14,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001510,30,40,2,0.05,80,4.0,60,76.0,16.0,21.052631578947366
1443,2022-06-10,First Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10002713,10,10,2,0.05,20,1.0,20,19.0,-1.0,-5.263157894736842
1444,2023-09-10,Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10002974,130,140,4,0.04,560,22.400000000000002,520,537.6,17.600000000000023,3.273809523809528
1445,2023-10-19,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Phones,TEC-PH-10004165,1580,1980,9,0.02,17820,356.40000000000003,14220,17463.6,3243.5999999999985,18.573490002061423
1446,2023-11-09,First Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,OFF-ST-10004804,150,160,4,0.02,640,12.8,600,627.2,27.200000000000045,4.336734693877558
1447,2022-08-22,First Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,FUR-CH-10004289,410,470,7,0.02,3290,65.8,2870,3224.2,354.1999999999998,10.985670864090311
1448,2023-04-05,First Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10002564,50,50,2,0.02,100,2.0,100,98.0,-2.0,-2.0408163265306123
1450,2022-05-23,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10004348,80,90,3,0.04,270,10.8,240,259.2,19.19999999999999,7.407407407407403
1452,2022-01-16,First Class,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Paper,OFF-PA-10001685,60,70,7,0.05,490,24.5,420,465.5,45.5,9.774436090225564
1453,2023-12-23,First Class,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Binders,OFF-BI-10000666,80,90,3,0.03,270,8.1,240,261.9,21.899999999999977,8.361970217640312
1454,2022-08-31,First Class,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Binders,OFF-BI-10004352,30,30,5,0.05,150,7.5,150,142.5,-7.5,-5.263157894736842
1455,2022-11-11,First Class,Corporate,United States,Mobile,Alabama,36608,South,Technology,Machines,TEC-MA-10000010,2460,3040,8,0.03,24320,729.6,19680,23590.4,3910.4000000000015,16.576234400434082
1456,2023-02-09,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10000977,80,90,3,0.04,270,10.8,240,259.2,19.19999999999999,7.407407407407403
1457,2022-05-23,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Tables,FUR-TA-10002530,370,450,3,0.02,1350,27.0,1110,1323.0,213.0,16.099773242630384
1458,2022-03-14,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,OFF-BI-10002412,40,50,9,0.05,450,22.5,360,427.5,67.5,15.789473684210526
1459,2022-01-16,Standard Class,Corporate,United States,Irving,Texas,75061,Central,Office Supplies,Labels,OFF-LA-10001569,20,20,4,0.02,80,1.6,80,78.4,-1.5999999999999943,-2.0408163265306047
1460,2023-06-19,Same Day,Consumer,United States,Middletown,Connecticut,6457,East,Furniture,Furnishings,FUR-FU-10001473,30,30,2,0.02,60,1.2,60,58.8,-1.2000000000000028,-2.040816326530617
1461,2023-08-13,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10001765,50,60,2,0.02,120,2.4,100,117.6,17.599999999999994,14.96598639455782
1462,2023-12-01,Standard Class,Consumer,United States,Vineland,New Jersey,8360,East,Furniture,Tables,FUR-TA-10001095,220,240,2,0.02,480,9.6,440,470.4,30.399999999999977,6.4625850340136015
1463,2023-04-19,First Class,Corporate,United States,Pasadena,Texas,77506,Central,Technology,Accessories,TEC-AC-10004571,150,160,2,0.04,320,12.8,300,307.2,7.199999999999989,2.3437499999999964
1464,2022-01-07,First Class,Corporate,United States,Pasadena,Texas,77506,Central,Furniture,Chairs,FUR-CH-10002126,950,1020,6,0.03,6120,183.6,5700,5936.4,236.39999999999964,3.9822114412775362
1466,2023-05-30,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,FUR-FU-10001602,110,120,4,0.03,480,14.399999999999999,440,465.6,25.600000000000023,5.498281786941585
1467,2023-03-06,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Technology,Accessories,TEC-AC-10001767,80,100,3,0.05,300,15.0,240,285.0,45.0,15.789473684210526
1468,2022-09-15,Same Day,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Accessories,TEC-AC-10002402,230,260,4,0.04,1040,41.6,920,998.4,78.39999999999998,7.852564102564101
1469,2023-04-05,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,FUR-CH-10000847,730,870,3,0.04,2610,104.4,2190,2505.6,315.5999999999999,12.595785440613025
1470,2022-08-02,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,OFF-BI-10003982,30,40,2,0.02,80,1.6,60,78.4,18.400000000000006,23.469387755102048
1471,2023-03-15,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,OFF-PA-10001293,10,10,2,0.03,20,0.6,20,19.4,-0.6000000000000014,-3.0927835051546464
1472,2022-08-27,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,OFF-AR-10000634,10,10,2,0.05,20,1.0,20,19.0,-1.0,-5.263157894736842
1473,2022-03-23,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,OFF-LA-10004272,10,10,3,0.02,30,0.6,30,29.4,-0.6000000000000014,-2.040816326530617
1474,2023-10-25,Same Day,Consumer,United States,Houston,Texas,77036,Central,Furniture,Furnishings,FUR-FU-10004270,10,10,4,0.05,40,2.0,40,38.0,-2.0,-5.263157894736842
1475,2022-03-25,Standard Class,Home Office,United States,Niagara Falls,New York,14304,East,Office Supplies,Art,OFF-AR-10003770,20,20,6,0.02,120,2.4,120,117.6,-2.4000000000000057,-2.040816326530617
1476,2022-09-30,Standard Class,Home Office,United States,Niagara Falls,New York,14304,East,Office Supplies,Binders,OFF-BI-10000320,20,20,3,0.04,60,2.4,60,57.6,-2.3999999999999986,-4.166666666666664
1477,2023-07-08,Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10003121,20,30,7,0.02,210,4.2,140,205.8,65.80000000000001,31.97278911564626
1478,2022-06-03,Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Supplies,OFF-SU-10000381,50,50,7,0.05,350,17.5,350,332.5,-17.5,-5.263157894736842
1479,2022-02-05,First Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,TEC-PH-10000376,30,30,4,0.04,120,4.8,120,115.2,-4.799999999999997,-4.166666666666664
1480,2022-03-23,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10002262,30,30,4,0.02,120,2.4,120,117.6,-2.4000000000000057,-2.040816326530617
1481,2022-01-12,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10002464,30,40,7,0.05,280,14.0,210,266.0,56.0,21.052631578947366
1482,2023-08-13,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10002214,20,30,3,0.05,90,4.5,60,85.5,25.5,29.82456140350877
1483,2023-04-25,Second Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Art,OFF-AR-10003560,10,10,2,0.02,20,0.4,20,19.6,-0.3999999999999986,-2.0408163265306047
1485,2023-02-27,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10000865,160,180,3,0.05,540,27.0,480,513.0,33.0,6.432748538011696
1487,2023-12-03,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10003580,1150,1210,7,0.03,8470,254.1,8050,8215.9,165.89999999999964,2.0192553463406275
1488,2022-11-13,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10001109,80,90,3,0.05,270,13.5,240,256.5,16.5,6.432748538011696
1489,2023-06-26,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Furniture,Furnishings,FUR-FU-10003347,40,40,3,0.05,120,6.0,120,114.0,-6.0,-5.263157894736842
1490,2023-07-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,OFF-LA-10000452,10,10,2,0.05,20,1.0,20,19.0,-1.0,-5.263157894736842
1491,2023-07-01,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,OFF-EN-10002986,50,60,4,0.03,240,7.199999999999999,200,232.8,32.80000000000001,14.089347079037806
1492,2023-05-12,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10001838,10,10,1,0.02,10,0.2,10,9.8,-0.1999999999999993,-2.0408163265306047
1493,2022-12-11,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10000785,870,980,6,0.02,5880,117.60000000000001,5220,5762.4,542.3999999999996,9.412744689712614
1494,2022-07-17,Standard Class,Corporate,United States,Vancouver,Washington,98661,West,Furniture,Furnishings,FUR-FU-10002885,10,10,2,0.03,20,0.6,20,19.4,-0.6000000000000014,-3.0927835051546464
1495,2022-08-20,Second Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,OFF-AR-10002952,30,40,3,0.02,120,2.4,90,117.6,27.599999999999994,23.469387755102037
1496,2022-10-07,Standard Class,Consumer,United States,Coppell,Texas,75019,Central,Office Supplies,Art,OFF-AR-10003759,10,10,7,0.03,70,2.1,70,67.9,-2.0999999999999943,-3.0927835051546304
1497,2022-04-08,Standard Class,Consumer,United States,Coppell,Texas,75019,Central,Office Supplies,Storage,OFF-ST-10004950,20,20,1,0.05,20,1.0,20,19.0,-1.0,-5.263157894736842
1498,2023-06-13,Standard Class,Consumer,United States,Coppell,Texas,75019,Central,Office Supplies,Art,OFF-AR-10001940,10,10,5,0.04,50,2.0,50,48.0,-2.0,-4.166666666666666
1499,2022-06-28,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10003981,20,20,5,0.05,100,5.0,100,95.0,-5.0,-5.263157894736842
1500,2023-10-29,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,OFF-PA-10002749,20,20,3,0.02,60,1.2,60,58.8,-1.2000000000000028,-2.040816326530617
1501,2022-06-24,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,OFF-PA-10003823,200,220,9,0.02,1980,39.6,1800,1940.4,140.4000000000001,7.235621521335811
1502,2023-04-07,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10003716,500,540,3,0.05,1620,81.0,1500,1539.0,39.0,2.53411306042885
1503,2022-05-28,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001300,30,30,2,0.03,60,1.7999999999999998,60,58.2,-1.7999999999999972,-3.092783505154634
1504,2023-11-03,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10000010,10,10,2,0.05,20,1.0,20,19.0,-1.0,-5.263157894736842
1505,2023-03-10,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,OFF-AR-10001868,10,10,4,0.04,40,1.6,40,38.4,-1.6000000000000014,-4.1666666666666705
1506,2022-10-02,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Tables,FUR-TA-10003715,920,1000,6,0.03,6000,180.0,5520,5820.0,300.0,5.154639175257731
1507,2023-06-09,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003708,20,20,3,0.02,60,1.2,60,58.8,-1.2000000000000028,-2.040816326530617
1508,2022-12-14,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Machines,TEC-MA-10004458,380,400,4,0.04,1600,64.0,1520,1536.0,16.0,1.0416666666666665
1509,2023-03-18,Same Day,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,OFF-BI-10004965,30,30,3,0.03,90,2.6999999999999997,90,87.3,-2.700000000000003,-3.0927835051546424
1510,2023-10-17,First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10004270,10,10,2,0.02,20,0.4,20,19.6,-0.3999999999999986,-2.0408163265306047
1511,2023-02-16,Standard Class,Corporate,United States,Pomona,California,91767,West,Office Supplies,Art,OFF-AR-10002135,310,390,8,0.04,3120,124.8,2480,2995.2,515.1999999999998,17.200854700854695
1512,2023-11-05,Standard Class,Corporate,United States,Pomona,California,91767,West,Office Supplies,Art,OFF-AR-10003514,30,40,9,0.02,360,7.2,270,352.8,82.80000000000001,23.469387755102044
1513,2022-01-30,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10002276,190,200,3,0.02,600,12.0,570,588.0,18.0,3.061224489795918
1514,2022-07-25,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10001098,20,20,5,0.02,100,2.0,100,98.0,-2.0,-2.0408163265306123
1515,2022-03-11,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10001636,10,10,4,0.04,40,1.6,40,38.4,-1.6000000000000014,-4.1666666666666705
1516,2022-04-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,FUR-CH-10002961,50,60,1,0.03,60,1.7999999999999998,50,58.2,8.200000000000003,14.089347079037806
1517,2022-10-16,Second Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Tables,FUR-TA-10004256,1470,1670,4,0.05,6680,334.0,5880,6346.0,466.0,7.343208320201702
1518,2022-04-25,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10004593,70,80,2,0.04,160,6.4,140,153.6,13.599999999999994,8.854166666666663
1519,2023-05-30,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002827,10,10,3,0.02,30,0.6,30,29.4,-0.6000000000000014,-2.040816326530617
1520,2022-07-14,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001759,20,20,7,0.05,140,7.0,140,133.0,-7.0,-5.263157894736842
1521,2022-01-29,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10001419,20,20,5,0.02,100,2.0,100,98.0,-2.0,-2.0408163265306123
1522,2023-08-23,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,FUR-FU-10002253,170,210,6,0.02,1260,25.2,1020,1234.8,214.79999999999995,17.395529640427597
1523,2023-09-28,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,OFF-PA-10002586,20,20,5,0.05,100,5.0,100,95.0,-5.0,-5.263157894736842
1524,2022-04-08,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,OFF-PA-10003039,180,200,8,0.03,1600,48.0,1440,1552.0,112.0,7.216494845360824
1525,2022-10-17,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Storage,OFF-ST-10004804,210,250,6,0.02,1500,30.0,1260,1470.0,210.0,14.285714285714285
1526,2023-04-05,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,OFF-AR-10004042,80,90,6,0.02,540,10.8,480,529.2,49.200000000000045,9.29705215419502
1528,2022-07-13,Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Furniture,Furnishings,FUR-FU-10002456,10,10,2,0.03,20,0.6,20,19.4,-0.6000000000000014,-3.0927835051546464
1529,2022-06-02,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Fasteners,OFF-FA-10004968,30,30,7,0.04,210,8.4,210,201.6,-8.400000000000006,-4.16666666666667
1530,2022-03-20,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10001274,10,10,2,0.02,20,0.4,20,19.6,-0.3999999999999986,-2.0408163265306047
1531,2023-04-19,Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Paper,OFF-PA-10001125,60,70,3,0.03,210,6.3,180,203.7,23.69999999999999,11.634756995581732
1532,2022-11-25,Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Storage,OFF-ST-10000344,10,10,1,0.04,10,0.4,10,9.6,-0.40000000000000036,-4.1666666666666705
1533,2023-06-01,Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,OFF-FA-10000585,10,10,3,0.02,30,0.6,30,29.4,-0.6000000000000014,-2.040816326530617
1534,2023-11-12,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10003324,170,210,6,0.04,1260,50.4,1020,1209.6,189.5999999999999,15.674603174603169
1535,2022-06-24,Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Furniture,Bookcases,FUR-BO-10004015,170,200,2,0.02,400,8.0,340,392.0,52.0,13.26530612244898
1536,2023-06-21,Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Storage,OFF-ST-10000419,40,40,3,0.03,120,3.5999999999999996,120,116.4,-3.5999999999999943,-3.092783505154634
1537,2023-04-26,Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Appliances,OFF-AP-10001626,10,10,3,0.05,30,1.5,30,28.5,-1.5,-5.263157894736842
1538,2022-05-05,Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,Phones,TEC-PH-10000439,30,40,1,0.03,40,1.2,30,38.8,8.799999999999997,22.680412371134015
1539,2023-12-03,Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,OFF-AR-10003478,20,20,2,0.03,40,1.2,40,38.8,-1.2000000000000028,-3.0927835051546464
1540,2022-06-24,Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,FUR-BO-10002545,690,780,3,0.04,2340,93.60000000000001,2070,2246.4,176.4000000000001,7.852564102564107
1541,2023-01-13,Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Binders,OFF-BI-10001765,200,240,7,0.02,1680,33.6,1400,1646.4,246.4000000000001,14.965986394557829
1542,2022-11-16,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10003981,10,10,5,0.04,50,2.0,50,48.0,-2.0,-4.166666666666666
1543,2022-04-06,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,OFF-FA-10001561,10,10,6,0.05,60,3.0,60,57.0,-3.0,-5.263157894736842
1544,2023-10-07,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,OFF-BI-10004230,70,80,3,0.05,240,12.0,210,228.0,18.0,7.894736842105263
1545,2022-07-13,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10000350,30,30,4,0.03,120,3.5999999999999996,120,116.4,-3.5999999999999943,-3.092783505154634
1546,2022-04-29,Second Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Bookcases,FUR-BO-10002613,1350,1570,7,0.02,10990,219.8,9450,10770.2,1320.2000000000007,12.25789678928897
1547,2022-09-08,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,OFF-PA-10000994,310,340,4,0.02,1360,27.2,1240,1332.8,92.79999999999995,6.962785114045615
1548,2023-05-14,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10002867,20,20,2,0.04,40,1.6,40,38.4,-1.6000000000000014,-4.1666666666666705
1549,2022-06-05,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,OFF-ST-10001291,20,30,2,0.03,60,1.7999999999999998,40,58.2,18.200000000000003,31.271477663230247
1550,2023-01-24,First Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,TEC-CO-10001046,470,560,1,0.02,560,11.200000000000001,470,548.8,78.79999999999995,14.358600583090372
1551,2023-07-07,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10004868,10,10,6,0.04,60,2.4,60,57.6,-2.3999999999999986,-4.166666666666664
1552,2022-08-26,Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10000806,90,110,2,0.04,220,8.8,180,211.2,31.19999999999999,14.772727272727268
1553,2022-01-23,First Class,Home Office,United States,Appleton,Wisconsin,54915,Central,Office Supplies,Labels,OFF-LA-10002195,20,20,7,0.03,140,4.2,140,135.8,-4.199999999999989,-3.0927835051546304
1554,2022-03-12,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,OFF-BI-10003719,110,120,5,0.04,600,24.0,550,576.0,26.0,4.513888888888888
1555,2022-05-26,Standard Class,Corporate,United States,Bellevue,Washington,98006,West,Office Supplies,Art,OFF-AR-10001315,10,10,3,0.03,30,0.8999999999999999,30,29.1,-0.8999999999999986,-3.092783505154634
1556,2022-02-27,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Accessories,TEC-AC-10000171,80,90,4,0.04,360,14.4,320,345.6,25.600000000000023,7.407407407407414
1557,2022-02-08,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,OFF-EN-10003134,10,10,1,0.05,10,0.5,10,9.5,-0.5,-5.263157894736842
1558,2022-06-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,OFF-AR-10001955,70,80,5,0.02,400,8.0,350,392.0,42.0,10.714285714285714
1559,2023-04-24,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10001039,140,170,2,0.02,340,6.8,280,333.2,53.19999999999999,15.966386554621845
1560,2022-06-02,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10003712,40,40,9,0.05,360,18.0,360,342.0,-18.0,-5.263157894736842
1561,2022-11-15,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,OFF-LA-10001641,20,20,6,0.03,120,3.5999999999999996,120,116.4,-3.5999999999999943,-3.092783505154634
1563,2023-02-01,Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10000577,860,1040,5,0.02,5200,104.0,4300,5096.0,796.0,15.620094191522762
1564,2022-10-19,Same Day,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10004000,10,10,3,0.05,30,1.5,30,28.5,-1.5,-5.263157894736842
1565,2023-05-08,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10001370,290,350,5,0.05,1750,87.5,1450,1662.5,212.5,12.781954887218044
1566,2023-07-20,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10004539,400,450,3,0.02,1350,27.0,1200,1323.0,123.0,9.297052154195011
1567,2022-07-27,First Class,Consumer,United States,Allen,Texas,75002,Central,Technology,Accessories,TEC-AC-10003038,20,20,3,0.03,60,1.7999999999999998,60,58.2,-1.7999999999999972,-3.092783505154634
1568,2023-08-05,First Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Binders,OFF-BI-10000088,10,10,4,0.05,40,2.0,40,38.0,-2.0,-5.263157894736842
1569,2023-11-10,Same Day,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10000357,110,120,3,0.03,360,10.799999999999999,330,349.2,19.19999999999999,5.498281786941578
